building,bicycle,fence,wall,sky,traffic light,terrain,traffic sign,person,pole,train,truck,vegetation,car,bus,sidewalk,void,rider,road,motorcycle
101287,261,0,0,66042,46,0,507,10288,979,0,0,486409,29576,261,75677,49860,261,151319,27
187537,2167,0,3087,75139,0,0,733,38455,14684,0,0,187617,4718,1125,339642,45387,1501,71008,0
149984,1360,1856,3602,41383,136,0,111,38690,26763,0,0,79244,54432,16393,233831,79588,2738,240870,1819
206525,43,323,0,116390,21,0,118,3601,4905,0,0,46115,75381,150206,6353,76669,133,285999,18
188947,213,0,182,93667,0,0,1793,48003,11707,0,0,129951,1988,43619,340762,66593,259,45113,3
402622,457,1231,1133,42902,57,0,465,29654,9147,0,0,44086,14887,5031,234372,14432,1369,169229,1726
281629,126,2316,763,142226,20,0,143,39277,5629,0,0,55136,18935,699,238693,23975,712,162082,439
147842,313,0,0,200498,53,0,334,18546,9667,0,0,48072,345770,1241,46403,30319,1406,121503,833
381920,573,0,0,104555,0,0,54,46929,791,0,0,99200,262,0,334468,2971,924,153,0
362325,1730,619,0,41119,205,0,279,120723,9800,0,0,11021,846,1673,136182,2045,4242,274930,5061
207393,1713,159,29,14250,0,0,0,37285,5927,0,0,288229,2205,748,145454,56737,3083,208625,963
537449,751,301,0,47576,61,0,268,13007,3497,0,0,56475,9552,2742,113881,18459,1293,167055,433
295022,15108,1916,455,191473,0,0,0,38810,4749,0,0,32613,15810,0,336279,15256,18764,5165,1380
307168,144,576,0,25409,389,0,367,124921,4163,0,0,14109,94,1191,149736,10298,893,332463,879
124215,7816,0,0,40549,0,0,1881,44551,7092,0,0,279762,16031,0,231390,32018,9995,175795,1705
376423,44,0,0,27625,2479,0,1950,17728,3285,0,0,36750,0,0,245889,29196,310,230091,1030
434509,2195,1481,0,19117,574,0,607,51100,5648,0,0,4579,0,0,286576,2305,2702,161316,91
235658,1440,2419,0,4453,0,0,68,11386,5954,0,0,127800,30297,52280,175100,47023,3025,268474,7423
180279,12560,175,0,22891,0,0,0,7616,3794,0,0,312786,144800,49821,28288,21346,20401,165471,2572
91300,5368,42,309,70333,0,0,18,32205,3956,0,0,167946,91472,270458,8513,76573,10154,137185,6968
374711,106,0,0,67964,1869,0,1332,11188,2850,0,0,26961,43740,0,404628,18058,865,17931,597
138768,38,149,0,136101,0,0,530,23461,1972,0,0,183992,15225,2860,74858,84030,562,309419,835
608067,446,966,0,5325,231,0,265,37510,7031,0,0,9886,1889,1314,127022,1003,1309,170262,274
367224,387,4380,0,120649,96,0,788,36923,8672,0,0,27848,4136,0,318481,5175,1390,76378,273
400790,488,0,0,99635,1500,0,862,10510,2236,0,0,26518,82637,0,302661,11581,1012,31294,1076
330126,2026,0,95,183424,77,0,22,75403,725,0,0,54453,1592,255,312060,7215,2519,1492,1316
367506,26233,69,0,26844,109,0,1000,96240,8677,0,0,4160,118,0,31706,2707,33547,367909,5975
264037,2617,2210,0,0,860,0,495,24219,8011,0,0,115304,30840,20988,253144,45074,3986,198048,2967
157429,2536,0,0,49946,151,0,1637,54386,4361,0,0,135448,15736,1499,105840,69781,2198,370912,940
458344,18,2953,0,34607,1726,0,1984,55670,1060,0,0,3719,197649,0,183656,3275,63,28056,20
149003,3520,0,591,231979,64,0,448,43813,23458,0,0,80233,14224,5267,101520,7459,2425,308759,37
333879,240,472,0,62429,222,0,1042,57061,5074,0,0,52339,940,0,247686,577,1034,208079,1726
238143,1027,71,1706,128525,52,0,244,90709,10659,0,0,68854,6188,452,73295,13567,1639,336199,1470
384852,102,0,0,63132,2848,0,2285,18400,3919,0,0,34133,10797,0,222001,44717,268,185346,0
208592,2605,11295,0,5165,796,0,860,26369,9681,0,0,169683,34892,0,242527,44304,4795,203177,8059
322050,0,0,0,29741,0,0,605,22899,11013,0,0,2349,5404,51897,68209,50526,0,408107,0
101849,421,1505,0,124460,0,0,100,46667,2241,0,0,287947,9266,0,359275,9876,1071,25962,2160
118316,709,4283,382,83848,26,0,450,28010,2577,0,0,387228,60467,1470,84065,42791,2931,152087,3160
184126,525,900,0,1759,93,0,543,19609,12265,0,0,53651,114503,5754,91694,51351,4242,430230,1555
510945,2117,200,18,6137,64,0,349,44308,12068,0,0,121589,9502,1157,139085,58696,2045,63972,548
117226,2577,796,1877,136005,0,0,0,67630,2011,0,0,337316,4087,2619,282230,3616,2627,8269,3914
130863,1662,2842,0,88445,436,0,11696,19190,18834,0,0,184959,105325,4099,112826,26961,3339,260232,1091
422341,1779,0,0,0,0,0,9,47069,2293,0,0,32583,3222,0,393226,48252,3690,17738,598
186324,1835,1317,7117,165744,222,0,2942,44604,50688,0,0,43649,28740,3364,139724,134575,3055,158900,0
268610,2268,13033,0,12428,1224,0,1578,23656,17340,0,0,111515,57834,17994,258341,47606,4440,132080,2853
452601,1580,2235,0,126284,237,0,4280,16662,12508,0,0,48588,4390,0,215644,19565,985,63992,3249
187606,1069,76,2341,1,0,0,1155,41644,11174,0,0,80289,9875,3696,222459,20936,1866,387127,1486
175145,1483,483,498,102320,0,0,0,3908,1197,0,0,345825,91342,1448,99124,45050,1955,102798,224
308039,346,299,904,0,49,0,365,20428,4858,0,0,116362,10092,8022,318918,28751,732,152960,1675
125652,3772,0,0,30807,51,0,419,10229,2467,0,0,250132,39492,5681,36737,39665,4134,422237,1325
295988,4857,12046,0,6857,0,0,313,20738,3285,0,0,97868,42196,28193,269478,39742,10729,127738,12772
227834,2759,6178,4213,18397,85,0,170,18000,21390,0,0,86886,84373,39246,70079,56142,3312,333606,130
297831,41,2619,819,125002,232,0,245,39833,11356,0,0,28218,102292,10767,64797,79353,3610,197447,8338
650704,16,23,0,77380,143,0,128,9422,510,0,0,3600,9,52,217514,424,58,12774,43
319653,481,0,0,66831,54,0,26,16481,10384,0,0,13229,15734,35206,58745,43750,1709,390517,0
170881,503,73160,0,129668,0,0,14,5746,12098,0,0,185922,501,27190,111661,74354,1294,177633,2175
240287,1423,0,5680,41305,0,0,0,23147,726,0,0,189646,0,0,343487,115753,2052,9294,0
176835,3489,68659,0,99372,1654,0,3769,21760,14131,0,0,170914,36087,18460,48903,26760,9714,241742,30551
193710,3062,0,0,122312,18,0,213,18988,12261,0,0,49557,74731,81448,219783,23795,9910,162954,58
204820,3011,7848,25,139840,0,0,0,35019,7914,0,0,128548,293187,0,120361,13053,5897,12956,321
386646,11879,68,0,36157,96,0,1111,199974,12803,0,0,3981,63,61,32989,2803,19669,264487,13
238157,8653,0,0,69510,443,0,783,33651,42134,0,0,310061,41962,7078,29515,39115,19798,113458,18482
408458,173,158,0,33651,0,0,0,32488,1236,0,0,96136,1539,723,386952,7551,461,3273,1
139624,1549,0,0,138583,0,0,1232,46256,7158,0,0,148751,28148,6831,71059,70244,2997,309962,406
251428,981,131,256,132029,44,0,496,40700,9669,0,0,58072,109425,1619,173765,20142,2153,170808,1082
485744,258,0,0,35538,1432,0,2181,24885,1076,0,0,5830,185247,0,194049,2284,434,33842,0
174561,1797,4710,773,89543,65,0,533,5515,3304,0,0,327599,65981,1619,80017,31723,28091,96281,60688
115086,4915,1917,0,123398,370,0,251,44644,15051,0,0,253565,5444,36213,45756,128026,14966,182715,483
435247,974,58,0,37843,2,0,1924,39584,25424,0,0,45650,1397,291,335065,13575,1876,32006,1884
289299,3389,0,0,108838,2602,0,873,131955,9682,0,0,6310,0,0,214256,2277,5322,197417,580
300419,1465,6894,0,28204,1472,0,1248,17020,13738,0,0,110427,51625,40963,189174,38341,3633,163671,4506
196691,4957,108,0,169358,0,0,71,69515,2017,0,0,113026,1499,853,351036,7040,8894,47735,0
620329,1060,0,0,46,0,0,31,32209,2907,0,0,0,0,0,175903,27734,2439,110011,131
180973,1563,657,10056,140513,0,0,3008,83752,32121,0,0,44269,50992,13716,210667,83176,2256,115081,0
192382,1524,4,25016,76685,1,0,64,21413,1385,0,0,39627,2106,38062,253110,23298,3608,294515,0
191931,2075,5353,1446,94959,0,0,0,4534,1669,0,0,272340,64127,0,54537,18722,18228,201743,41136
254457,1434,185,1172,55672,119,0,124,85193,1061,0,0,129202,11087,17532,355963,45529,2863,10889,318
400399,7315,10,0,37004,195,0,249,97895,5890,0,0,9768,458,1279,156007,1397,15809,233440,5685
193834,1265,0,0,7797,0,0,1418,27635,6014,0,0,178601,94395,20264,161785,56479,2205,220911,197
208617,167,1266,758,166443,40,0,661,7014,2829,0,0,204578,16483,28777,57612,45202,1954,228239,2160
302711,54,17,0,37159,1665,0,1702,51568,4259,0,0,129027,11402,310,116852,18142,203,297591,138
416661,1844,1450,0,15678,539,0,586,66105,5456,0,0,4218,9953,0,267020,2285,2459,170742,7804
673461,20,87,0,7048,24,0,158,16044,7104,0,0,25104,2910,692,136698,6521,37,96796,96
197518,818,301,0,276784,185,0,179,21225,8313,0,0,21833,316296,2968,118125,1264,976,6005,10
103044,7692,157,0,119254,339,0,1286,37757,92032,0,0,235479,20838,12809,92645,58723,17848,172786,111
159445,636,0,0,84687,0,0,450,9297,2171,0,0,220904,325748,6957,29839,13907,1524,115869,1366
215944,3406,100,0,89711,37,0,347,6267,7195,0,0,267254,10460,18683,47662,18786,10748,267318,8882
137894,1265,908,4069,26493,169,0,149,38068,25925,0,0,90000,57193,186,262135,65675,2070,260421,180
426051,334,0,0,42327,0,0,18,5673,1792,0,0,0,202360,125444,51192,11425,745,105420,19
367967,9114,1931,0,9171,0,0,45,30448,3311,0,0,37784,77545,32951,329964,8408,13086,50699,376
165171,7589,262,0,120208,102,0,1125,64071,5681,0,0,186428,7582,155176,223682,8351,10232,16278,862
218052,1032,0,0,10184,0,0,890,45611,1953,0,0,138252,6854,0,137390,50182,1286,360957,157
177557,1817,0,0,57008,0,0,1297,25130,6729,0,0,109227,178613,3500,21371,16342,9710,352652,11847
488961,271,185,0,51776,904,0,533,43504,2577,0,0,22838,209,164,168136,14532,403,177790,17
220640,1358,386,7101,74194,0,0,320,20105,5228,0,0,150418,91282,1744,52480,36278,3386,307754,126
178238,3000,180,3189,50944,12,0,462,18370,5175,0,0,142677,16009,4926,42098,39778,11329,444991,11422
230226,1441,494,0,34181,226,0,948,53455,8613,0,0,148103,13843,1319,226039,36041,2538,214277,1056
142358,2507,2619,0,0,512,0,833,15368,6625,0,0,132016,59377,2149,277444,55489,4665,262139,8699
159092,625,1161,0,235,86,0,495,21235,15444,0,0,51110,91786,7641,90454,62948,2811,466391,1286
164473,4751,963,304,62452,348,0,200,9703,117542,0,0,163871,40663,11414,13039,82036,2388,297213,1440
209313,3344,5598,0,143774,0,0,0,30371,10456,0,0,165116,160043,504,176081,29783,4404,33564,449
242280,2340,0,3769,70572,40,0,65,30426,9436,0,0,145679,0,18544,357472,25091,4036,63050,0
265167,611,305,21258,9104,0,0,144,18878,4677,0,0,67016,134781,3894,144929,27921,999,273116,0
480643,1411,0,0,5542,0,0,114,57504,2608,0,0,0,1750,0,125101,2595,2897,291726,909
211520,1791,429,0,61576,63,0,584,49251,10671,0,0,70740,19526,4125,252469,83974,2534,203170,377
428371,297,0,0,49924,0,0,24,7643,2171,0,0,0,0,153459,46976,3723,683,279503,26
145663,1759,42,1113,167988,24,0,80,28173,10436,0,0,163747,8176,38810,316874,49675,2992,37238,10
218983,75,217,39439,97019,49,0,675,17983,14305,0,0,71624,94071,6742,144175,153188,255,114000,0
190677,4968,3311,1118,170853,850,0,3747,94486,17651,0,0,103638,19233,3355,282609,27951,26244,15643,6466
217054,1256,5754,0,21931,215,0,680,31529,14256,0,0,75388,26236,1,294391,20792,2900,258117,2300
88565,869,0,0,35524,0,0,474,7182,658,0,0,521802,57415,1769,70442,50371,1527,136202,0
102499,653,989,0,74119,0,0,2019,23317,9581,0,0,329656,10751,19036,312788,29230,736,56877,549
202451,206,4503,12397,15822,238,0,415,19972,14011,0,0,134687,65396,32339,150877,34359,273,284854,0
319284,893,0,0,0,0,0,98,38470,13996,0,0,35945,46411,9,297760,10676,2129,207129,0
229594,1901,486,1150,54680,131,0,120,94425,1571,0,0,143408,12264,7212,359135,46435,3044,16550,694
226454,823,79,26,3853,0,0,868,37549,14005,0,0,90101,35296,914,236363,12762,932,312739,36
142178,1459,1826,5267,289,41,0,346,27867,5634,0,0,122279,45257,15424,248066,50187,2152,304280,248
450414,81,1932,56,62803,56,0,61,24670,6718,0,0,30723,3565,1337,220104,36317,83,133526,354
286948,414,0,69750,32518,0,0,0,39841,1727,0,0,112259,37293,0,202027,19693,817,169513,0
386988,66,39,0,7984,3280,0,2989,26346,8595,0,0,34176,18708,2,196843,77958,182,208644,0
287482,1793,0,5067,44017,0,0,4,22294,632,0,0,203152,1,0,333310,72270,2246,532,0
181805,3166,4020,1429,197233,770,0,3356,93645,22214,0,0,104625,45252,10413,200472,66247,10365,20677,7111
227291,1024,2817,0,3774,0,0,457,19053,14028,0,0,131794,25249,0,188672,46696,2772,302642,6531
489593,361,176,0,69802,761,0,482,36185,4129,0,0,24310,97344,0,91166,12368,966,144726,431
353692,453,677,0,88285,279,0,321,56815,8527,0,0,97209,36588,0,194423,5909,1599,127201,822
248830,274,1165,3142,9616,283,0,549,12324,4788,0,0,58338,90071,52269,449763,10739,556,30017,76
256407,84,775,2626,93624,163,0,208,91613,7876,0,0,60928,59446,22090,41698,26222,371,308669,0
97623,329,0,0,47942,0,0,476,6882,809,0,0,576400,12915,479,51161,30160,949,146675,0
482428,245,2441,0,35341,1797,0,2209,47143,876,0,0,3387,183542,0,168823,3068,526,40974,0
94791,1511,390,3176,3408,27,0,581,27418,24138,0,0,115199,82805,527,274752,33846,4414,304363,1454
194797,3610,76,245,220679,91,0,297,187308,2360,0,0,51714,1215,13195,285790,4600,5085,959,779
152800,6548,17,0,77891,94,0,237,99319,4862,0,0,171558,2251,94856,333515,6283,6679,15378,512
269410,2954,280,1257,13714,45,0,423,66361,2750,0,0,58616,5440,10220,485313,40937,4994,9536,550
205798,540,316,2735,221578,16,0,473,47743,20890,0,0,47470,57509,2161,193420,12955,2361,156415,420
507376,1267,200,0,17699,4241,0,2164,34841,4414,0,0,1248,655,231,80801,52719,2764,260977,1203
288278,2044,1825,4823,31217,36,0,178,15777,16905,0,0,76353,60299,7104,83358,63963,3279,317361,0
400751,1518,125,0,47114,37,0,266,8351,3757,0,0,294279,17552,30432,36576,25037,2030,103878,1097
212081,1846,429,550,188437,90,0,397,37785,21180,0,0,47270,91410,1238,224808,9164,4412,130512,1191
428888,9548,1503,0,114785,189,0,817,13796,9900,0,0,47886,82203,498,211030,12717,11741,19409,7890
143570,8171,32,0,26914,50,0,467,44426,29572,0,0,202906,23952,14649,132006,17896,21217,302521,4451
72670,3869,7885,0,0,0,0,0,30745,8351,0,0,5643,97270,598,480100,12054,8561,240545,4509
669965,5,0,0,2749,33,0,157,15182,5875,0,0,22157,4424,953,141450,2557,278,106396,619
476524,1534,1498,619,67022,318,0,868,14285,2939,0,0,107841,25267,66556,121748,18649,2743,60689,3700
207003,4304,243,2109,157126,52,0,138,103662,9840,0,0,75435,17547,742,84570,11388,5986,292570,85
285508,4505,11312,0,145384,0,0,0,43092,15780,0,0,19866,122491,5040,239461,2863,6154,66845,4499
129615,82,0,0,36429,0,0,646,15473,2116,0,0,465393,636,77,83602,63934,91,174492,214
291036,1742,1346,0,46221,159,0,181,38096,10652,0,0,90181,52852,6193,297879,12733,2778,120237,514
279573,133,669,0,46957,0,0,30,73376,1717,0,0,97635,4795,0,176191,281386,0,9701,637
42965,542,1308,0,1,379,0,354,19172,7482,0,0,104384,29463,116952,239183,86696,1166,322753,0
256705,1413,66,0,93971,48,0,467,6110,9263,0,0,131799,75193,2186,231965,8083,1941,153370,220
172586,4793,59489,0,119414,1534,0,2761,7049,9775,0,0,225137,47042,28386,38281,35353,8405,186867,25928
187515,2020,0,0,8900,0,0,957,39943,1152,0,0,150339,38755,0,157955,49021,2324,333744,175
429412,2420,2632,0,252,58,0,87,30244,4440,0,0,49938,127884,172,290954,12987,3628,17105,587
516382,201,2669,0,42212,1802,0,1870,64831,10338,0,0,2635,31,0,164271,3792,501,161265,0
407335,8211,216,0,144280,663,0,3973,20549,9990,0,0,38457,74940,3036,200400,15369,9625,31183,4573
620343,1126,632,0,8662,85,0,119,31250,7670,0,0,9634,335,80,117557,910,2675,171206,516
289134,6188,21,0,63407,43,0,810,34449,12931,0,0,105827,6036,13227,199677,14325,18655,201709,6361
344583,4674,0,0,8554,0,0,199,76702,3827,0,0,82953,90,4892,165050,19028,8745,253502,1
432908,369,858,2821,10260,81,0,161,14644,3488,0,0,45799,8017,19285,255822,26912,376,150993,6
392587,2152,0,0,5925,602,0,700,77346,1512,0,0,5975,3064,0,322138,32582,4608,123304,305
303032,2701,111,0,49429,39,0,294,4649,4329,0,0,345435,15011,18582,64989,32960,3262,125258,2719
484336,381,289,0,2444,5150,0,2862,33033,5293,0,0,1535,476,242,81998,41502,1388,310359,1512
305039,2310,2,0,105800,15,0,303,15161,18095,0,0,112380,10586,4141,259654,5697,7604,120971,5042
230480,2850,992,0,664,710,0,1009,120159,8203,0,0,29075,8,0,382465,2056,6816,184013,3300
301489,144,3049,0,178914,53,0,222,31265,7523,0,0,59789,22583,545,203106,16932,453,146711,22
316478,442,514,0,41063,0,0,90,30098,1375,0,0,261923,1917,0,252645,55299,686,10031,239
366959,8576,0,0,39360,1708,0,973,90973,757,0,0,10628,5937,0,48920,14452,10311,346282,26964
220386,331,0,848,51456,0,0,0,19712,3708,0,0,45246,18754,32211,67697,45871,1502,465078,0
291656,5678,9462,0,187929,101,0,94,66380,5985,0,0,29178,22518,418,280815,1161,7311,64112,2
320794,2348,1069,0,38556,574,0,440,86551,13784,0,0,20385,499,0,83549,19343,4242,380535,131
242429,1310,157,0,129550,58,0,372,5792,14583,0,0,162245,5993,0,172285,12774,2122,223107,23
426036,2233,2171,0,61086,0,0,105,30756,482,0,0,77814,167373,3405,183112,10124,7581,522,0
252343,1785,424,0,35964,148,0,1070,55632,10028,0,0,138326,11959,1950,272665,45754,3128,140623,1001
398102,4729,0,4135,33006,65,0,101,28159,12598,0,0,20349,50310,5923,193494,10467,5325,206037,0
240847,1359,0,0,175878,2507,0,826,131792,9934,0,0,45013,463,0,91905,1938,3191,266232,915
423428,208,1261,0,35035,978,0,1207,47627,17989,0,0,7094,62295,0,156649,943,152,217934,0
422817,2855,988,0,67245,651,0,772,53352,8773,0,0,4783,11873,0,168609,448,4480,225134,20
558913,457,224,0,12972,66,0,244,40652,1824,0,0,3741,290,4,125792,11640,1348,213773,860
215464,970,183,5269,64450,16,0,418,23697,5650,0,0,137234,68538,3695,45488,29994,2045,369382,307
462826,2542,1042,0,84495,428,0,630,57335,5679,0,0,4308,10609,0,148493,32471,3992,157861,89
110366,10434,2,0,123066,0,0,984,30307,38425,0,0,259425,18705,24978,152093,36292,5353,157475,4895
197422,2503,527,0,138716,43,0,111,34842,11393,0,0,37113,76422,104293,172748,25383,2670,168479,135
356144,833,541,0,2625,77,0,6062,84007,13972,0,0,16214,314,211,235333,28455,2561,225088,363
204249,1322,316,7758,49827,8,0,408,16377,4214,0,0,122034,259662,0,34962,24486,6513,232457,8207
183494,1654,159,0,66538,0,0,296,34598,1579,0,0,294601,1804,0,59985,29537,31152,212860,54543
156150,81,222,0,137410,0,0,299,31799,55199,0,0,184046,27152,35359,35929,60032,3277,241807,4038
386238,742,84,2369,27021,0,0,34,27479,5361,0,0,70392,21853,6677,156133,12090,794,254887,646
465177,1256,0,0,19813,0,0,0,36343,22104,0,0,47829,60,0,373162,654,2303,158,3941
79620,4207,0,796,0,0,0,0,31425,8235,0,0,13366,79341,8450,513814,13333,9093,208014,3106
256530,8193,2067,831,138254,0,0,0,17369,6685,0,0,58851,152252,5998,97668,30710,17570,178313,1509
212440,411,9301,17,22797,0,0,1826,39280,7628,0,0,253531,11021,1,117164,63230,352,233370,431
401888,784,2500,0,25217,0,0,0,44794,218,0,0,51558,19,2550,429903,12256,989,124,0
182731,1036,48786,3746,193787,2899,0,2158,24459,18951,0,0,95537,144572,5483,76513,33710,6880,125368,6184
425272,959,90,0,34720,0,0,937,68097,17113,0,0,48681,167,67675,260424,6949,731,37516,3469
313371,92,231,0,58447,228,0,1139,92333,11038,0,0,59871,58575,0,291471,2902,380,82704,18
423710,37,276,0,14976,5044,0,4726,28855,6463,0,0,11117,5133,360,157843,101524,40,212696,0
356837,246,0,0,53959,1296,0,871,16468,2477,0,0,28276,17900,0,445264,7820,258,41128,0
407733,2725,7924,0,15039,96,0,651,70556,1303,0,0,121784,3466,0,80163,2812,2813,255555,180
410615,1096,94,0,23121,0,0,0,55707,15964,0,0,51697,48,127092,215673,6288,1401,61774,2230
336194,604,14576,0,89927,4705,0,2485,36152,6474,0,0,16409,89786,0,153017,49222,1676,170868,705
316059,16,402,0,37676,231,0,951,131282,6337,0,0,42913,9551,0,235327,3038,323,188582,112
216596,275,18,268,185419,24,0,1503,39654,15991,0,0,28720,4482,1924,397790,13187,370,66540,39
367222,534,0,0,75008,0,0,22,61249,2489,0,0,37227,0,0,199749,223634,615,5051,0
310110,3355,73,0,113459,0,0,5,42768,6874,0,0,70940,93536,582,297963,21531,4862,6738,4
302696,1007,0,5100,32712,0,0,239,23010,12690,0,0,53063,64499,295,185195,14973,2087,274201,1033
308715,100,128,7454,46047,0,0,155,11522,1311,0,0,278610,125464,21359,49819,23065,117,98934,0
195347,1960,18,0,937,272,0,949,49696,8740,0,0,146875,16106,890,210687,37560,3338,298213,1212
318966,9895,1086,4874,108225,76,0,291,5477,8383,0,0,87711,124053,1861,17370,25254,19741,238541,996
339625,5061,0,0,130657,0,0,3,28356,6495,0,0,69609,59249,0,297953,30909,4878,5,0
298949,776,1128,3041,14781,0,0,1015,32844,14694,0,0,54656,60427,5767,138872,9955,1586,332642,1667
349556,765,767,0,16248,417,0,364,72636,23032,0,0,56257,58393,0,279362,7005,1070,106759,169
436141,191,60131,0,15789,3203,0,2742,27613,8718,0,0,9531,12041,23,170947,26684,347,198678,21
168565,379,75,2347,46771,0,0,350,19481,4375,0,0,137318,65533,2588,33986,34286,1837,454872,37
454852,3634,2024,0,46632,928,0,974,49795,12309,0,0,6551,0,0,158611,1399,18792,216299,0
483284,1271,0,0,29380,0,0,55,72425,11002,0,0,0,0,0,212392,10167,1602,151168,54
628049,254,0,0,9421,0,0,35,38279,2764,0,0,0,0,0,152455,32436,1462,107161,484
268106,1654,12,0,85011,27,0,335,20576,9622,0,0,166053,14049,1182,162444,13262,44344,183920,2203
203667,603,3061,0,0,0,0,1223,39669,10807,0,0,17201,23498,2,383934,10273,602,278260,0
262702,285,70,2354,115889,84,0,146,5582,8152,0,0,109125,132856,6310,16633,29356,4186,273374,5696
116879,3414,6054,0,0,0,0,0,31149,9061,0,0,6822,44019,11671,482885,8075,5603,244257,2911
489089,608,286,0,1734,157,0,6383,83856,9856,0,0,9407,61,242,203029,36805,1074,129380,833
265196,545,7,7,97635,15,0,41,48179,4250,0,0,80128,5974,48129,265918,143836,1367,11474,99
102762,1199,1809,1227,94006,0,0,0,39055,1791,0,0,314427,2533,2256,392847,6337,2148,8554,1849
305183,338,0,77234,37285,0,0,0,44239,1975,0,0,105603,11,89,206468,23489,729,170157,0
150461,1598,6518,0,47081,608,0,450,15000,15013,0,0,162767,242980,6289,105808,33610,3417,180216,984
482202,343,0,0,52823,0,0,20,9066,2679,0,0,0,0,71373,48866,3188,705,301449,86
120077,3661,2538,0,106192,432,0,222,49633,10311,0,0,180367,6899,69142,32329,157903,6908,223947,2239
269859,1530,38605,543,70678,773,0,1294,14725,11235,0,0,112981,35397,3240,65448,86352,2706,249010,8424
179532,235,1406,154641,107756,120,0,74,26087,1326,0,0,36785,52212,786,146646,22714,742,241738,0
270712,1512,1719,1176,17119,0,0,1346,40022,7754,0,0,82856,24034,6427,239390,18471,2832,255778,1652
440242,1031,260,0,17291,0,0,0,54367,8467,0,0,34231,293874,0,118752,897,379,831,2178
289447,3407,1399,0,0,1486,0,1741,80014,39024,0,0,52141,0,0,258668,2393,6319,234990,1771
408476,779,0,0,53317,347,0,268,83580,11384,0,0,32707,6722,0,252636,514,2578,115102,4390
253424,290,162,1162,35656,53,0,189,30510,5059,0,0,40151,28057,2045,400371,37424,3590,130147,4510
277575,7810,193,111,91221,62,0,165,51697,7014,0,0,27179,2519,3533,60798,2730,12661,419493,8039
354486,47,0,0,39388,1175,0,853,14036,4846,0,0,28299,3391,0,456223,13267,418,55739,632
348482,1686,0,0,51063,27,0,718,7877,6698,0,0,278660,9272,6886,93844,30191,2205,133282,1909
178312,187,3170,284,136761,16,0,589,47667,14041,0,0,58123,22584,3207,418654,9400,138,79667,0
569902,1893,0,0,35885,0,0,0,34283,11263,0,0,0,0,0,186798,9152,2813,120715,96
284000,640,30,1968,12302,0,0,857,29179,12643,0,0,74449,21995,3760,187948,11386,764,330550,329
278486,320,2023,0,169566,50,0,190,41240,8516,0,0,48950,18191,1203,227935,21408,663,154024,35
392655,405,0,0,41753,0,0,109,25329,1298,0,0,129872,1895,199796,133249,41923,721,3785,10
180124,2190,622,456,5497,2003,0,677,9257,8078,0,0,250914,61343,3209,98898,40834,4051,297671,6976
36639,934,8411,1,1,359,0,439,25304,6312,0,0,87051,42482,21704,277902,94397,1131,369733,0
314644,9126,367,4384,79529,0,0,196,6624,8134,0,0,71776,140389,3372,16520,36882,12901,260330,7626
483558,1399,1525,604,67572,354,0,219,11347,2567,0,0,125440,36370,55840,94364,16616,1841,71741,1443
146389,1504,1431,3711,2496,52,0,354,20829,5904,0,0,93582,49840,13911,210893,56996,2319,362304,285
369561,327,0,0,40151,2253,0,2432,35755,149917,0,0,9956,167850,0,137093,4255,510,52727,13
73457,4503,12,0,74570,122,0,3038,74637,23246,0,0,251542,5242,248250,166819,7110,9128,29768,1356
170298,1572,1675,0,74,0,0,965,24509,3080,0,0,117890,57098,0,149431,63063,2057,381088,0
328422,13011,10398,3770,168466,0,0,0,45655,14132,0,0,3761,24850,0,179616,8716,37830,129026,5147
176084,1117,3016,386,119514,51,0,817,9566,3171,0,0,307280,21855,1558,70785,37021,14319,169011,37249
178048,820,407,1543,219518,0,0,133,127169,6218,0,0,109809,15781,4603,247104,43268,1984,13143,3252
170230,4223,0,0,515,0,0,1077,25319,2864,0,0,130752,72992,0,168165,56888,7130,332645,0
70551,1035,7440,0,1,0,0,312,22921,10127,0,0,111768,20562,29920,249717,91951,1333,355162,0
84184,3342,3253,0,0,0,0,0,30421,12983,0,0,9280,58457,760,524110,10778,5144,230088,0
184314,8698,0,458,47588,0,0,777,39092,12202,0,0,177096,199482,11266,227186,30101,5689,28839,12
197419,1353,857,0,266560,114,0,128,32241,5358,0,0,28207,80299,2639,310276,3716,2237,41165,231
170850,585,0,0,174205,60,0,460,19160,12331,0,0,72021,40440,45,100902,48960,2013,329681,1087
216507,6551,48,0,18281,40,0,586,38761,24130,0,0,115350,66449,13424,259888,10286,14821,178138,9540
318342,1131,69,0,46055,30,0,323,68907,9382,0,0,42016,5020,299,227423,11208,2261,238137,2197
264080,2231,458,0,0,657,0,595,15303,7196,0,0,90320,73801,12828,197550,51913,3767,249979,2122
292222,2315,47,2286,19079,0,0,1079,28853,14070,0,0,62659,21929,5711,171682,14253,3880,331385,1350
356206,779,0,0,74489,13064,0,4394,37253,10672,0,0,25776,39,0,110859,85610,1927,250334,1398
725553,713,367,2119,31623,15,0,285,20887,3148,0,0,48871,12370,4859,65477,8536,1036,46815,126
120981,787,671,0,199780,0,0,532,25282,2979,0,0,205075,6148,6593,93007,74898,855,234918,294
198038,1215,3,29057,71355,0,0,0,24817,2351,0,0,37480,1217,33176,196723,30706,3087,343575,0
359855,7978,8,0,79833,71,0,270,22768,10521,0,0,78267,20341,12924,180905,11034,14897,171931,1197
